SITE_ID,NEW_AREA_NAME,SITE_RANKED_NGR,SITE_RANKED_EASTING,SITE_RANKED_NORTHING,N_SURVEYS,FIRST_SURVEY,LAST_SURVEY
8010,Lincolnshire and Northamptonshire,TF3170042100,531700,342100,1,06/01/1999,06/01/1999
9231,Devon and Cornwall,SS7383032840,273830,132840,19,12/08/1996,24/07/2023
12005,Yorkshire,SE1653107058,416531,407058,9,10/08/2000,16/09/2012
12496,Greater Manchester Merseyside and Cheshire,SJ5360096600,353600,396600,2,13/07/2000,01/08/2018
12694,Northumbria,NZ2850012500,428500,512500,1,29/06/2004,29/06/2004
28381,Solent and South Downs,SU3479904071,434799,104071,3,31/08/2007,08/07/2019
70933,Yorkshire,SK4451175231,444511,375231,1,20/03/2016,20/03/2016
10389,West Thames,TQ0397657786,503976,157786,11,01/07/2003,07/07/2023
6226,Greater Manchester Merseyside and Cheshire,SJ6947266744,369472,366744,7,10/07/2001,28/06/2006
7809,Lincolnshire and Northamptonshire,TF0930033900,509300,333900,1,15/12/1994,15/12/1994
25283,Northumbria,NU1660005800,416600,605800,3,31/08/2006,04/09/2015
40487,Greater Manchester Merseyside and Cheshire,SD9422716618,394227,416618,1,07/11/2011,07/11/2011
1554,Essex Norfolk and Suffolk,TG4450024700,644500,324700,2,23/10/1986,24/08/1998
35447,Kent and South London,TQ2180069800,521800,169800,2,12/03/1992,11/04/2000
29563,Yorkshire,SK3510075400,435100,375400,1,24/07/1992,24/07/1992
29456,Yorkshire,SE3200003900,432000,403900,1,22/01/1991,22/01/1991
78785,Devon and Cornwall,SX0848075327,208480,75327,2,29/06/2023,02/07/2024
22777,Yorkshire,SE9490096846,494900,496846,5,10/09/1997,30/09/2024
12731,Solent and South Downs,SU3142625921,431426,125921,1,07/07/2004,07/07/2004
64844,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5293841652,352938,241652,2,11/09/2015,13/09/2017
6409,Greater Manchester Merseyside and Cheshire,SD7900014900,379000,414900,1,17/01/1997,17/01/1997
25581,Devon and Cornwall,SW7558023180,175580,23180,1,20/07/1987,20/07/1987
77884,Cumbria and Lancashire,SD4976685245,349766,485245,2,27/06/2023,28/06/2024
9899,Devon and Cornwall,SS7035046480,270350,146480,2,24/06/1997,12/07/2000
9902,Devon and Cornwall,ST1843003030,318430,103030,5,18/09/1998,15/06/2023
60943,West Thames,SU7288839245,472888,139245,2,22/10/2014,11/11/2015
1947,Yorkshire,NZ7204207891,472042,507891,1,14/06/2005,14/06/2005
3946,Yorkshire,SE4200703120,442007,403120,7,05/10/1982,17/10/1997
4352,Yorkshire,SK4740096900,447400,396900,1,10/10/1997,10/10/1997
13370,Staffordshire Warwickshire and West Midlands,SP2950067900,429500,267900,2,28/06/1990,06/10/1994
79343,West Thames,SU5431165580,454311,165580,1,06/10/2023,06/10/2023
18769,West Thames,SU3265466279,432654,166279,1,28/02/2006,28/02/2006
41448,Cumbria and Lancashire,SD6205650689,362056,450689,7,04/07/2011,07/07/2014
8532,Kent and South London,TR2128957889,621289,157889,6,05/11/2002,15/05/2012
5688,Cumbria and Lancashire,SD6501943120,365019,443120,3,28/09/1993,21/07/2004
17992,West Thames,SP1772914765,417729,214765,3,22/09/2004,18/05/2023
771,Essex Norfolk and Suffolk,TL9770025800,597700,225800,20,16/05/1984,19/05/2023
78347,Cumbria and Lancashire,NY3699104614,336991,504614,2,12/09/2023,12/08/2024
1915,Wessex,SU1290232961,412902,132961,21,05/09/2001,29/08/2024
5610,Cumbria and Lancashire,SD7020159001,370201,459001,3,16/08/1993,17/07/2015
11692,Cumbria and Lancashire,SD4240090400,342400,490400,2,20/10/1994,11/10/1995
29864,Northumbria,NZ0090084200,400900,584200,3,29/06/2011,14/07/2023
34603,Northumbria,NZ1097332009,410973,532009,7,13/08/2009,13/06/2023
76444,Yorkshire,SD9918327855,399183,427855,2,13/10/2021,09/08/2023
6198,Lincolnshire and Northamptonshire,SP7580088800,475800,288800,8,23/05/1990,09/05/2014
35343,Cumbria and Lancashire,SD8292133976,382921,433976,6,13/07/2010,17/08/2023
4134,Yorkshire,SE2540003400,425400,403400,6,02/09/1981,07/09/2017
8479,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5930002600,359300,202600,2,14/06/1995,02/05/2000
27477,Solent and South Downs,SZ8824598786,488245,98786,4,03/09/2007,19/08/2024
6407,Greater Manchester Merseyside and Cheshire,SD7790015300,377900,415300,1,03/09/1996,03/09/1996
24302,Devon and Cornwall,SX0385065550,203850,65550,7,12/08/1980,05/07/2000
30209,Yorkshire,SE5070010500,450700,410500,2,19/05/1992,01/07/1995
6867,Greater Manchester Merseyside and Cheshire,SJ6627855939,366278,355939,1,30/06/1999,30/06/1999
25275,Devon and Cornwall,SW8370055500,183700,55500,2,22/05/1986,29/08/2000
78846,Devon and Cornwall,SX5100878416,251008,78416,2,06/07/2023,20/06/2024
19201,Lincolnshire and Northamptonshire,TF4090019800,540900,319800,11,08/05/1986,28/04/2016
875,Essex Norfolk and Suffolk,TL6980013800,569800,213800,10,03/10/1983,20/08/2010
19642,Essex Norfolk and Suffolk,TG0106540760,601065,340760,2,21/03/2003,10/04/2008
79863,Hertfordshire and North London,TL0584901214,505849,201214,1,12/06/2024,12/06/2024
65143,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8432975056,384329,275056,1,17/09/2015,17/09/2015
10249,Solent and South Downs,SU9430003700,494300,103700,1,17/01/2001,17/01/2001
11856,Yorkshire,SE0547822945,405478,422945,8,27/09/1990,12/08/2015
34594,Solent and South Downs,SU5735811376,457358,111376,3,12/07/2011,31/07/2023
9339,Devon and Cornwall,SX7029084950,270290,84950,8,03/07/1996,28/06/2019
22754,Yorkshire,SE7089936411,470899,436411,2,05/07/2006,25/07/2012
340,Staffordshire Warwickshire and West Midlands,SJ9940058400,399400,358400,2,08/08/1992,06/09/1995
5237,Cumbria and Lancashire,NY3584826741,335848,526741,7,22/07/2002,28/06/2023
1712,Essex Norfolk and Suffolk,TG1530011600,615300,311600,15,26/07/1988,25/07/2023
11750,Cumbria and Lancashire,NY0214621075,302146,521075,1,02/11/1995,02/11/1995
20814,Cumbria and Lancashire,NY4926641703,349266,541703,1,22/06/2006,22/06/2006
4087,Cumbria and Lancashire,SD5730004100,357300,404100,3,15/06/1995,25/08/2015
22000,Devon and Cornwall,SX2250299955,222502,99955,3,09/09/1987,10/08/2010
28281,Kent and South London,TQ5110637563,551106,137563,1,09/10/2007,09/10/2007
717,Essex Norfolk and Suffolk,TL8240046200,582400,246200,10,28/10/1980,21/08/2009
10663,Devon and Cornwall,SX4297783838,242977,83838,33,14/08/1984,26/06/2024
11922,Northumbria,NY9290066700,392900,566700,3,06/08/2002,08/08/2019
71163,Kent and South London,TQ6865350329,568653,150329,2,15/06/2018,17/08/2018
34720,Greater Manchester Merseyside and Cheshire,SK0420094700,404200,394700,1,08/04/1999,08/04/1999
25233,Devon and Cornwall,SW6802034730,168020,34730,1,03/09/1986,03/09/1986
56105,Derbyshire Nottinghamshire and Leicestershire,SK7987758954,479877,358954,8,22/09/2014,29/09/2022
8484,Shropshire Herefordshire Worcestershire and Gloucestershire,SO7400018230,374000,218230,3,12/07/1995,18/08/2005
12881,Staffordshire Warwickshire and West Midlands,SP5040077500,450400,277500,3,12/05/1987,01/10/1996
511,Essex Norfolk and Suffolk,TL9330048200,593300,248200,3,10/03/1997,12/02/2010
6998,Greater Manchester Merseyside and Cheshire,SJ8768181886,387681,381886,1,06/08/1996,06/08/1996
12549,Wessex,ST4390026200,343900,126200,1,08/06/1993,08/06/1993
50613,Solent and South Downs,SU8454003755,484540,103755,1,19/05/2015,19/05/2015
23586,Northumbria,NZ3440007000,434400,507000,1,25/09/2006,25/09/2006
330,Staffordshire Warwickshire and West Midlands,SK3666804376,436668,304376,5,19/10/1992,16/08/2016
1583,Essex Norfolk and Suffolk,TG1750008200,617500,308200,4,19/02/1987,03/06/2005
3724,Derbyshire Nottinghamshire and Leicestershire,SE7625007643,476250,407643,6,05/03/1992,27/04/2016
6229,Greater Manchester Merseyside and Cheshire,SJ6982164214,369821,364214,9,16/07/2001,23/05/2014
28127,West Thames,TQ0870066100,508700,166100,1,12/09/2007,12/09/2007
36511,Yorkshire,SD9440124228,394401,424228,1,01/09/2010,01/09/2010
241,Staffordshire Warwickshire and West Midlands,SK1060034700,410600,334700,1,19/04/1994,19/04/1994
11275,Devon and Cornwall,SX0112245249,201122,45249,3,07/10/2003,01/06/2011
52883,Cumbria and Lancashire,NY5565334425,355653,534425,1,01/07/2014,01/07/2014
3496,Shropshire Herefordshire Worcestershire and Gloucestershire,SO7812205736,378122,205736,6,05/09/1985,29/09/2005
11521,Cumbria and Lancashire,NY3240000700,332400,500700,2,21/09/1993,14/07/1999
32248,Hertfordshire and North London,TQ5170087400,551700,187400,1,16/05/1996,16/05/1996
75844,Cumbria and Lancashire,SD5457848459,354578,448459,1,17/09/2021,17/09/2021
72424,Hertfordshire and North London,SU9872999208,498729,199208,2,06/03/2019,26/04/2022
38446,Solent and South Downs,SU3100819612,431008,119612,1,28/07/2011,28/07/2011
78687,Devon and Cornwall,SX6454179069,264541,79069,1,07/09/2023,07/09/2023
7991,Lincolnshire and Northamptonshire,TF2800097500,528000,397500,1,20/03/1990,20/03/1990
4809,Cambridgeshire and Bedfordshire,TF5876400719,558764,300719,8,26/09/1990,22/09/2006
10365,West Thames,TQ0222453188,502224,153188,5,29/05/2003,16/07/2008
7488,Devon and Cornwall,SX5056476801,250564,76801,15,02/08/1983,12/07/2019
36584,Yorkshire,SE0078107120,400781,407120,1,28/09/2010,28/09/2010
32241,Kent and South London,TQ2894037890,528940,137890,4,04/05/2006,04/05/2023
68087,Wessex,SU2157412137,421574,112137,1,11/10/2016,11/10/2016
43461,Solent and South Downs,SU4105141710,441051,141710,1,17/07/2012,17/07/2012
34337,Wessex,ST3826327875,338263,127875,2,11/08/2009,12/08/2009
256,Staffordshire Warwickshire and West Midlands,SP2140094300,421400,294300,4,02/05/1995,29/07/1997
4748,Cambridgeshire and Bedfordshire,TF9351701852,593517,301852,2,06/02/1990,05/01/1993
9580,Devon and Cornwall,SY2755099860,327550,99860,3,22/07/1997,21/06/2004
80204,Yorkshire,NZ1282209047,412822,509047,2,28/04/2023,11/09/2024
34169,Staffordshire Warwickshire and West Midlands,SK2157419293,421574,319293,1,16/07/2009,16/07/2009
53144,West Thames,TQ0800066000,508000,166000,1,28/08/2013,28/08/2013
55523,Lincolnshire and Northamptonshire,TF3389468780,533894,368780,3,26/03/2014,23/09/2019
69846,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ3647501362,336475,301362,1,07/08/2017,07/08/2017
19372,Wessex,ST7640015632,376400,115632,3,11/04/2006,22/05/2012
56303,Wessex,SS9954444346,299544,144346,2,10/04/2014,30/04/2015
3845,Yorkshire,SE7310051200,473100,451200,1,03/07/2002,03/07/2002
66523,Yorkshire,SE4191872456,441918,472456,1,25/08/2016,25/08/2016
31309,Cumbria and Lancashire,SD5298657499,352986,457499,1,29/07/1999,29/07/1999
11600,Cumbria and Lancashire,SD2355897286,323558,497286,2,08/09/1993,08/08/1996
17813,Cumbria and Lancashire,NY2348394390,323483,594390,3,09/09/2005,04/09/2015
22493,Kent and South London,TQ2732046450,527320,146450,4,29/06/1993,18/10/2016
16903,Northumbria,NU1010010900,410100,610900,2,12/09/1996,14/07/2005
34432,Northumbria,NT7872100007,378721,600007,1,25/07/2011,25/07/2011
61543,Shropshire Herefordshire Worcestershire and Gloucestershire,SO4018473700,340184,273700,8,01/10/2014,07/07/2022
72943,Essex Norfolk and Suffolk,TG1844831138,618448,331138,3,29/03/2019,20/04/2023
65243,Staffordshire Warwickshire and West Midlands,SK1972251233,419722,351233,1,25/08/2015,25/08/2015
80304,Yorkshire,NZ8501306571,485013,506571,1,07/10/2024,07/10/2024
83,Staffordshire Warwickshire and West Midlands,SK0290352384,402903,352384,7,24/04/1991,11/10/2012
404,Wessex,ST6679257713,366792,157713,1,28/06/2000,28/06/2000
18677,Northumbria,NY8570045600,385700,545600,1,19/07/1997,19/07/1997
30171,Kent and South London,TQ6150174329,561501,174329,1,20/07/2007,20/07/2007
1632,Essex Norfolk and Suffolk,TF9670043300,596700,343300,11,21/04/1988,16/06/2023
14312,Cumbria and Lancashire,NY3531670080,335316,570080,4,12/04/2005,01/04/2009
73463,Greater Manchester Merseyside and Cheshire,SJ6504299099,365042,399099,2,01/07/2019,07/06/2022
32246,Hertfordshire and North London,TQ5060095000,550600,195000,1,21/05/1996,21/05/1996
77684,West Thames,SP4606440269,446064,240269,2,25/05/2023,29/05/2024
21363,Cumbria and Lancashire,NY1428113903,314281,513903,3,25/07/2006,15/08/2008
16813,Cumbria and Lancashire,SD5177252136,351772,452136,6,29/07/1992,18/07/2022
29246,Kent and South London,TQ4110573125,541105,173125,2,19/12/2007,29/10/2013
38726,Wessex,SY6938190927,369381,90927,1,28/07/2011,28/07/2011
42079,Yorkshire,SD9938747908,399387,447908,1,24/09/1992,24/09/1992
7238,Greater Manchester Merseyside and Cheshire,SJ8387282283,383872,382283,3,26/09/2002,14/06/2013
7787,Lincolnshire and Northamptonshire,SK9320058400,493200,358400,1,07/02/1995,07/02/1995
28325,Solent and South Downs,SU4342820650,443428,120650,1,18/09/2007,18/09/2007
65104,Yorkshire,SK3539875476,435398,375476,1,03/09/2015,03/09/2015
57983,West Thames,TQ0510467128,505104,167128,1,19/06/2014,19/06/2014
40408,Wessex,SY4937394078,349373,94078,3,21/10/2011,23/10/2014
31846,Hertfordshire and North London,TQ3760098200,537600,198200,1,18/06/1992,18/06/1992
5758,Shropshire Herefordshire Worcestershire and Gloucestershire,SO7540024800,375400,224800,4,01/10/1986,21/07/1998
72603,Wessex,ST4949528934,349495,128934,1,30/04/2019,30/04/2019
4784,Cambridgeshire and Bedfordshire,TL3711573508,537115,273508,4,10/11/1989,06/08/1999
6814,Greater Manchester Merseyside and Cheshire,SJ5524759907,355247,359907,3,27/11/1996,26/05/1999
16797,Northumbria,NZ0340083900,403400,583900,4,18/08/2005,14/07/2023
70304,Staffordshire Warwickshire and West Midlands,SP2106955742,421069,255742,2,31/10/2017,12/09/2023
10508,Greater Manchester Merseyside and Cheshire,SJ9027885886,390278,385886,1,06/08/2003,06/08/2003
28701,Greater Manchester Merseyside and Cheshire,SJ7671585689,376715,385689,7,29/08/2007,15/09/2022
78857,Devon and Cornwall,SX4887070987,248870,70987,2,10/08/2023,13/08/2024
30953,Cumbria and Lancashire,SD7525067684,375250,467684,2,08/07/1985,03/10/1997
79049,Northumbria,NY9111938063,391119,538063,2,18/09/2023,27/08/2024
13267,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9230037700,392300,237700,1,13/12/1988,13/12/1988
69083,Essex Norfolk and Suffolk,TG3577722488,635777,322488,7,21/02/2017,07/01/2025
31878,Hertfordshire and North London,TL3810010900,538100,210900,3,26/04/1978,30/03/2012
76223,Wessex,SU1386630807,413866,130807,2,14/10/2021,10/09/2024
10813,Northumbria,NZ2550040900,425500,540900,4,27/09/2003,11/10/2023
78747,Devon and Cornwall,SX0964580372,209645,80372,2,12/08/2023,18/06/2024
3447,Northumbria,NZ0472611187,404726,511187,24,30/11/1995,28/10/2024
4708,Cambridgeshire and Bedfordshire,TL1342951549,513429,251549,4,03/08/1989,01/10/2001
19730,Essex Norfolk and Suffolk,TF9580037700,595800,337700,1,18/03/2003,18/03/2003
30444,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ6928521046,369285,321046,2,05/06/2008,27/04/2011
40988,Yorkshire,SK3362675800,433626,375800,1,31/08/2011,31/08/2011
42461,Northumbria,NZ2390110457,423901,510457,1,03/10/2013,03/10/2013
6236,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9044002560,390440,202560,11,03/09/1985,17/08/2023
73863,Hertfordshire and North London,TQ0327876425,503278,176425,1,28/10/2019,28/10/2019
77245,Cumbria and Lancashire,NY5225113772,352251,513772,1,07/09/2022,07/09/2022
28247,Northumbria,NZ1210071200,412100,571200,4,13/07/2007,26/07/2012
44166,Yorkshire,SE0961614543,409616,414543,2,04/06/2010,04/08/2012
10445,Greater Manchester Merseyside and Cheshire,SK0401478647,404014,378647,1,14/07/2003,14/07/2003
7555,Yorkshire,SE9159127918,491591,427918,15,10/10/2002,15/07/2021
364,Staffordshire Warwickshire and West Midlands,SJ9850026000,398500,326000,2,07/02/1995,13/07/1999
69705,Cumbria and Lancashire,NY1149539104,311495,539104,1,25/07/2017,25/07/2017
7117,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6330001800,363300,201800,2,20/07/1992,09/06/1997
5761,Shropshire Herefordshire Worcestershire and Gloucestershire,SO7730022300,377300,222300,1,03/03/1992,03/03/1992
3512,Shropshire Herefordshire Worcestershire and Gloucestershire,SO6647108963,366471,208963,12,12/07/1995,27/08/2024
4128,Cumbria and Lancashire,SD7100627870,371006,427870,2,19/06/1996,30/07/2001
11467,Cumbria and Lancashire,NY3290004700,332900,504700,2,24/07/1992,19/08/1996
9692,Devon and Cornwall,ST0090018400,300900,118400,2,20/05/1998,28/05/2003
19633,Essex Norfolk and Suffolk,TF9816832114,598168,332114,2,10/03/2003,08/04/2008
19312,Cambridgeshire and Bedfordshire,TL1864345002,518643,245002,1,03/04/2006,03/04/2006
43041,Wessex,ST8681053557,386810,153557,1,16/05/2012,16/05/2012
7679,Hertfordshire and North London,TQ4155388926,541553,188926,6,11/02/1999,17/08/2006
1506,Essex Norfolk and Suffolk,TG2230009900,622300,309900,1,13/08/1986,13/08/1986
19634,Essex Norfolk and Suffolk,TF9595036100,595950,336100,2,26/03/2003,09/04/2008
25164,Northumbria,NT9280006800,392800,606800,1,18/09/2006,18/09/2006
1536,Essex Norfolk and Suffolk,TG4490022200,644900,322200,2,16/10/1986,02/09/1998
5574,Cumbria and Lancashire,SD3455383678,334553,483678,3,22/10/1992,22/07/2002
7012,Greater Manchester Merseyside and Cheshire,SK0530093900,405300,393900,2,27/05/1994,06/12/1996
8701,Northumbria,NU1190036400,411900,636400,4,11/07/2002,25/09/2017
19661,Wessex,ST2166036700,321660,136700,2,11/04/2006,04/05/2010
25072,Devon and Cornwall,SX4598073044,245980,73044,1,08/08/1983,08/08/1983
5993,Lincolnshire and Northamptonshire,TF2980015600,529800,315600,8,05/01/1988,19/04/2016
41611,Hertfordshire and North London,TL3879100078,538791,200078,2,12/04/2012,20/04/2018
3625,Derbyshire Nottinghamshire and Leicestershire,SK7221918107,472219,318107,1,11/04/2006,11/04/2006
11544,Cumbria and Lancashire,NY4461702504,344617,502504,2,29/07/1993,17/08/1999
20700,West Thames,SU7830071800,478300,171800,2,14/11/1991,23/05/2006
34062,Yorkshire,SE1603106931,416031,406931,2,11/09/2009,24/08/2015
68006,Devon and Cornwall,SX2858173484,228581,73484,1,04/10/2016,04/10/2016
1922,Wessex,ST9315056950,393150,156950,1,19/08/2001,19/08/2001
28312,Northumbria,NU2237506891,422375,606891,4,08/08/2007,08/07/2019
43961,Kent and South London,TQ7386723848,573867,123848,3,01/08/2007,26/08/2016
20801,Hertfordshire and North London,TL1255109377,512551,209377,1,08/06/2006,08/06/2006
15294,Yorkshire,SE4726877489,447268,477489,4,31/05/2005,15/09/2022
22756,Yorkshire,SE7049651120,470496,451120,1,21/06/2006,21/06/2006
9585,Devon and Cornwall,ST3919005820,339190,105820,5,30/07/1997,16/05/2006
25298,Devon and Cornwall,SW7872046030,178720,46030,1,09/07/1986,09/07/1986
30403,Yorkshire,SK3620095400,436200,395400,1,01/11/1990,01/11/1990
42661,Kent and South London,TQ2854936058,528549,136058,2,16/05/2012,13/09/2019
1838,Essex Norfolk and Suffolk,TG4560013400,645600,313400,1,26/08/1997,26/08/1997
6279,Solent and South Downs,SZ5238382697,452383,82697,3,10/09/2002,15/06/2021
5512,Cumbria and Lancashire,NY1140630820,311406,530820,1,30/07/2004,30/07/2004
22130,Yorkshire,SE3510824004,435108,424004,3,22/07/1999,24/06/2015
31374,Cumbria and Lancashire,SD8521131908,385211,431908,2,30/06/1993,27/07/1999
79525,West Thames,SP2785918470,427859,218470,1,26/03/2024,26/03/2024
315,Staffordshire Warwickshire and West Midlands,SJ8247034770,382470,334770,5,30/05/1991,17/06/2015
16859,Northumbria,NY8170057200,381700,557200,4,26/09/2005,30/08/2023
9361,Devon and Cornwall,SS3680010400,236800,110400,3,12/08/1997,01/10/2002
6976,Greater Manchester Merseyside and Cheshire,SD6129402404,361294,402404,1,09/06/1999,09/06/1999
8235,Devon and Cornwall,SS2830605441,228306,105441,26,02/08/1990,07/07/2023
49666,Staffordshire Warwickshire and West Midlands,SP0830156208,408301,256208,1,18/07/2013,18/07/2013
8697,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9340053200,393400,253200,8,17/07/1990,26/05/2017
8412,Devon and Cornwall,SX2157572770,221575,72770,32,11/08/1977,04/07/2024
13723,Wessex,ST8842586964,388425,186964,2,20/09/2000,27/04/2006
5593,Cumbria and Lancashire,NY1346904904,313469,504904,6,13/10/1994,30/07/2024
78783,Devon and Cornwall,SX0894677956,208946,77956,2,30/06/2023,27/06/2024
4659,Cambridgeshire and Bedfordshire,TL5951798965,559517,298965,6,30/08/1988,06/08/2007
6085,Lincolnshire and Northamptonshire,SP9920076700,499200,276700,2,30/06/1989,15/07/1993
54045,Yorkshire,TA0780062100,507800,462100,4,24/01/2013,23/10/2015
4551,Cambridgeshire and Bedfordshire,SP7329848144,473298,248144,5,06/10/1987,08/04/2015
71888,Solent and South Downs,SU5500908075,455009,108075,1,31/08/2018,31/08/2018
836,Essex Norfolk and Suffolk,TL8290013600,582900,213600,6,26/09/1984,18/10/1999
1226,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ6080004100,360800,304100,3,11/06/1991,29/06/2011
13837,Cumbria and Lancashire,NT2616203640,326162,603640,5,09/09/2004,17/08/2021
43201,Wessex,SZ0292698896,402926,98896,1,31/05/2012,31/05/2012
50183,Shropshire Herefordshire Worcestershire and Gloucestershire,SO5545656152,355456,256152,1,20/08/2013,20/08/2013
39546,Shropshire Herefordshire Worcestershire and Gloucestershire,SO7820905268,378209,205268,2,07/09/2011,12/09/2017
11795,Cumbria and Lancashire,SD1810087700,318100,487700,4,04/05/1995,20/08/2014
23530,Kent and South London,TQ2330037200,523300,137200,1,27/07/1993,27/07/1993
10449,Solent and South Downs,SU2845704804,428457,104804,2,27/06/2003,05/05/2006
9229,Devon and Cornwall,SS7385532821,273855,132821,17,12/08/1996,04/07/2024
17877,Cumbria and Lancashire,NY3141523114,331415,523114,2,13/09/1999,08/09/2010
4742,Cambridgeshire and Bedfordshire,TL1452339164,514523,239164,2,08/03/1989,14/05/1998
11385,Hertfordshire and North London,TL3860414503,538604,214503,1,19/11/2003,19/11/2003
864,Essex Norfolk and Suffolk,TL7420006400,574200,206400,9,14/07/1986,29/06/2010
901,Essex Norfolk and Suffolk,TQ6630098900,566300,198900,10,16/12/1983,27/10/2017
5775,Shropshire Herefordshire Worcestershire and Gloucestershire,SO7770030100,377700,230100,2,22/10/1991,25/09/1996
9245,Devon and Cornwall,SX6784088450,267840,88450,18,09/07/1996,06/08/2024
12850,Wessex,ST5780042494,357800,142494,1,01/10/1991,01/10/1991
32791,Wessex,ST5850839833,358508,139833,4,27/05/2009,22/07/2015
32821,West Thames,SU9337042929,493370,142929,2,13/07/2009,13/08/2014
68023,Staffordshire Warwickshire and West Midlands,SK3991911360,439919,311360,1,11/08/2016,11/08/2016
49012,Cumbria and Lancashire,NY6949877883,369498,577883,2,09/09/2013,02/08/2016
31006,Devon and Cornwall,SX1061583952,210615,83952,1,01/09/2008,01/09/2008
8921,Essex Norfolk and Suffolk,TG1895234329,618952,334329,2,01/11/1996,15/11/2002
1276,Shropshire Herefordshire Worcestershire and Gloucestershire,SO8295975730,382959,275730,11,21/05/1991,17/06/2024
5827,Lincolnshire and Northamptonshire,TF0790071800,507900,371800,4,17/04/1985,23/09/1998
16114,Solent and South Downs,SU5731531534,457315,131534,2,02/09/2005,06/09/2006
80848,Cambridgeshire and Bedfordshire,TL3694772704,536947,272704,993,12/04/2010,18/10/2023
6294,Solent and South Downs,SU2583219866,425832,119866,15,20/09/2001,17/09/2024
77890,Cumbria and Lancashire,SD5079495303,350794,495303,2,20/06/2023,24/07/2024
3983,Cumbria and Lancashire,SD4630013700,346300,413700,3,27/06/1995,25/08/2015
7748,Lincolnshire and Northamptonshire,TF0290079500,502900,379500,1,24/01/1995,24/01/1995
373,Staffordshire Warwickshire and West Midlands,SK1637446280,416374,346280,2,08/07/1997,18/10/2006
861,Essex Norfolk and Suffolk,TL7420007600,574200,207600,8,10/11/1986,22/10/2007
10079,Cumbria and Lancashire,NY6432505320,364325,505320,13,22/06/1981,17/09/2019
15875,Shropshire Herefordshire Worcestershire and Gloucestershire,SJ3165712314,331657,312314,2,31/08/2005,19/09/2011
12489,Wessex,ST6601837654,366018,137654,3,08/08/1990,08/08/2012
10482,Devon and Cornwall,SX1838682750,218386,82750,11,25/06/1984,10/07/2024
26769,Wessex,SY9410799642,394107,99642,3,20/06/2007,10/05/2019
5992,Lincolnshire and Northamptonshire,TF2680015900,526800,315900,4,22/02/1988,01/04/2011
13585,Solent and South Downs,SU3817038964,438170,138964,17,04/10/2004,16/09/2024
15486,Devon and Cornwall,SS9422027230,294220,127230,1,05/07/2005,05/07/2005
543,Essex Norfolk and Suffolk,TM0830025900,608300,225900,2,31/01/1997,02/02/2007
6801,Greater Manchester Merseyside and Cheshire,SJ8250466915,382504,366915,1,19/09/1997,19/09/1997
13226,Devon and Cornwall,SX3288494499,232884,94499,7,19/08/1993,23/08/2022
16801,Northumbria,NZ0830087000,408300,587000,8,30/08/2001,14/07/2023
17455,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3610067200,336100,267200,1,30/08/2005,30/08/2005
44203,Essex Norfolk and Suffolk,TF9720926507,597209,326507,1,06/09/2012,06/09/2012
77246,Cumbria and Lancashire,NY5227413857,352274,513857,1,07/09/2022,07/09/2022
1731,Essex Norfolk and Suffolk,TM3500090200,635000,290200,5,26/07/1989,28/06/2006
1721,Essex Norfolk and Suffolk,TM2312081335,623120,281335,6,31/07/1989,06/08/2008
71524,Solent and South Downs,SU4668918565,446689,118565,14,10/09/2018,10/09/2024
9211,Devon and Cornwall,SS8685032120,286850,132120,16,03/06/1998,24/06/2024
9863,Devon and Cornwall,SS6907030350,269070,130350,5,02/09/1996,12/09/2018
7028,Greater Manchester Merseyside and Cheshire,SD7362309244,373623,409244,18,23/09/1999,05/05/2010
31035,Cumbria and Lancashire,NY5977805746,359778,505746,4,08/08/1988,21/08/1991
3952,Yorkshire,SE4850001800,448500,401800,1,29/10/1997,29/10/1997
17456,Shropshire Herefordshire Worcestershire and Gloucestershire,SO3740059700,337400,259700,1,02/08/2005,02/08/2005
31154,Cumbria and Lancashire,SD5611652487,356116,452487,1,27/07/1999,27/07/1999
10131,Cumbria and Lancashire,SD6950796841,369507,496841,13,02/07/1981,24/07/2024
77829,Cumbria and Lancashire,NY0816804633,308168,504633,2,04/07/2023,31/07/2024
3909,Yorkshire,SK4009580387,440095,380387,3,29/01/1992,09/05/2002
16821,Northumbria,NY9260091500,392600,591500,2,19/08/1993,25/08/2005
29250,Kent and South London,TQ4128867380,541288,167380,2,20/12/2007,29/10/2013
13046,Shropshire Herefordshire Worcestershire and Gloucestershire,SO9920036700,399200,236700,2,19/08/1992,09/06/1998
9704,Devon and Cornwall,SX9527084520,295270,84520,6,18/05/1998,24/05/2022
7506,Devon and Cornwall,SX4877475597,248774,75597,7,04/08/1983,27/08/2019
24223,Hertfordshire and North London,TQ2399288568,523992,188568,1,06/10/1994,06/10/1994
